"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Tubulin Binding",-0.624584250029297,0.00367050615792875,-2.2619208816584,0.0321561070118137,0.169607701689763,-3.9593174529089
"Positive Regulation Of Multicellular Organismal Process",0.49803014482776,0.0165681845319502,2.23731850822498,0.0339155114433185,0.175447549581782,-4.0056278100554
"Positive Regulation Of Molecular Function",0.594681645945065,-0.0302865516696029,2.19207507620545,0.037379562338193,0.189718910735357,-4.08990295605982
"Regulation Of Neurotransmitter Receptor Activity",0.584145990339066,0.155113430928836,2.16966588764229,0.0392105816372011,0.195326786303835,-4.13121133058127
"Adenyl Nucleotide Binding",-0.574320481397687,0.0761745852187029,-2.09901527845985,0.0455214493486567,0.222641270450703,-4.25952266051259
"Cellular Response To Dna Damage Stimulus",0.543740070988523,-0.0695679062294774,2.06510945485054,0.0488600111445931,0.23058496487536,-4.32004105142255
"Negative Regulation Of Nucleobase Containing Compound Metabolic Process",0.543740070988523,-0.0695679062294774,2.06510945485054,0.0488600111445931,0.23058496487536,-4.32004105142255
"Protein Containing Complex Binding",0.559955513287469,-0.19835561218412,2.03576275005449,0.0519232684401615,0.230844326838838,-4.37185505546982
"Regulation Of Transport",-0.495613349516161,0.021931322675885,-2.03224779260902,0.0523013313014506,0.230844326838838,-4.37802535100032
"Regulation Of Cell Adhesion",-0.486963485204245,-0.00225378155885108,-2.03073982769317,0.0524642700681468,0.230844326838838,-4.380670141942
"Defense Response",0.450405155865247,0.0234538764445283,2.0163592053757,0.0540408020825572,0.230844326838838,-4.4058209229686
"Cell Cell Adhesion",0.482167225195721,-0.0448577571539988,2.01615116421819,0.0540639129771257,0.230844326838838,-4.40618382646987
"Extrinsic Component Of Membrane",0.482167225195721,-0.0448577571539988,2.01615116421819,0.0540639129771257,0.230844326838838,-4.40618382646987
"Molecular Transducer Activity",0.495435767177102,0.0642733491447554,1.95682925153274,0.0610199043635359,0.256474285527987,-4.508549271561
"Positive Regulation Of Signaling",0.494268143246638,-0.00901263670618491,1.91453975138111,0.0664460476838336,0.274984412722327,-4.58014600408574
"Kinase Regulator Activity",-0.441465708390767,0.0761700789821599,-1.87405825927263,0.0720290934686722,0.289191434971236,-4.64758432793266
"Regulation Of Transferase Activity",-0.441465708390767,0.0761700789821599,-1.87405825927263,0.0720290934686722,0.289191434971236,-4.64758432793266
"Centrosome",-0.462609369255677,0.0265197193215458,-1.84913103061477,0.0756654503323255,0.290771516277079,-4.68856820863864
"Microtubule Cytoskeleton",-0.462609369255677,0.0265197193215458,-1.84913103061477,0.0756654503323255,0.290771516277079,-4.68856820863864
"Microtubule Organizing Center",-0.462609369255677,0.0265197193215458,-1.84913103061477,0.0756654503323255,0.290771516277079,-4.68856820863864
"Cellular Response To Stress",0.413822615399488,-0.0574349298013371,1.80636576208381,0.0822732701289878,0.310009832885137,-4.75790199311286
"Negative Regulation Of Signaling",-0.34748906875599,0.0268884352422475,-1.80198937031231,0.0829766095454641,0.310009832885137,-4.76492683971615
"Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway",0.456826205838037,0.00551996137469397,1.73798423109825,0.0938653514621001,0.336220755518887,-4.86614826182002
"Negative Regulation Of Cell Differentiation",0.523992529461279,-0.0143087121212121,1.71806955372892,0.0974915201876327,0.336220755518887,-4.89705596374855
"Negative Regulation Of Developmental Process",0.523992529461279,-0.0143087121212121,1.71806955372892,0.0974915201876327,0.336220755518887,-4.89705596374855
"Peptidyl Amino Acid Modification",0.523992529461279,-0.0143087121212121,1.71806955372892,0.0974915201876327,0.336220755518887,-4.89705596374855
"Positive Regulation Of Cell Differentiation",0.523992529461279,-0.0143087121212121,1.71806955372892,0.0974915201876327,0.336220755518887,-4.89705596374855
"Positive Regulation Of Developmental Process",0.523992529461279,-0.0143087121212121,1.71806955372892,0.0974915201876327,0.336220755518887,-4.89705596374855
"Regulation Of Cell Population Proliferation",-0.457652797176884,-0.0321836196486024,-1.63023956830919,0.114924387684523,0.374176909294304,-5.0299707204112
"Vesicle Mediated Transport",-0.345032854079901,-0.216839775307174,-1.59941828097979,0.121627137833414,0.374176909294304,-5.07527633654365
"Secretory Granule",-0.464575368019661,0.00761536561264822,-1.59317564254185,0.123023388415188,0.374176909294304,-5.08436675404774
"Secretory Granule Membrane",-0.464575368019661,0.00761536561264822,-1.59317564254185,0.123023388415188,0.374176909294304,-5.08436675404774
"Locomotion",0.39311581849526,-0.0203801889143056,1.54173104424113,0.135040159681766,0.374176909294304,-5.15816533416861
"Tube Development",-0.396617502581325,-0.0551470387224448,-1.52502973314791,0.139141836009684,0.374176909294304,-5.18169265742642
"Membrane Protein Complex",-0.327057849677482,0.0386303714716019,-1.47727948230989,0.151430452027387,0.374176909294304,-5.24777702861673
"Actin Binding",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Actin Filament Based Process",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Actin Filament Binding",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Actin Filament Organization",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Actin Filament Polymerization",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Actin Polymerization Or Depolymerization",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Cytoskeleton Organization",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Cytosolic Transport",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Golgi To Endosome Transport",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Protein Polymerization",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Supramolecular Fiber Organization",0.220052083333333,-0.675,1.47281500862783,0.15262279901416,0.374176909294304,-5.25386542938746
"Alpha Beta T Cell Activation",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Alpha Beta T Cell Differentiation",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Cd4 Positive Alpha Beta T Cell Activation",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Cd4 Positive Alpha Beta T Cell Differentiation",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Cell Activation Involved In Immune Response",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Chemokine Production",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Cytokine Production",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Immune Effector Process",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Lymphocyte Activation Involved In Immune Response",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Positive Regulation Of Immune Response",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Positive Regulation Of Immune System Process",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Regulation Of Hemopoiesis",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Regulation Of Immune Response",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Regulation Of Leukocyte Differentiation",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"T Cell Activation Involved In Immune Response",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"T Cell Differentiation",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"T Cell Differentiation Involved In Immune Response",0.398228964618431,-0.055134824095342,1.44680008747785,0.159721656570076,0.374176909294304,-5.28903340358628
"Nuclear Body",0.420183872159975,0.0340875933706816,1.44592808724416,0.159964106203885,0.374176909294304,-5.29020301649616
"Nuclear Speck",0.420183872159975,0.0340875933706816,1.44592808724416,0.159964106203885,0.374176909294304,-5.29020301649616
"Immune Response",0.302269380206278,0.00153627851363545,1.3921948959232,0.175479464041826,0.406930826096994,-5.36111472980267
"Enzyme Linked Receptor Protein Signaling Pathway",0.32932624383321,0.0459057700196983,1.36984965684712,0.182271562529962,0.416057735908227,-5.38992565374845
"Biological Adhesion",0.303146880526114,-0.0262486781283343,1.36908173343506,0.182508597907698,0.416057735908227,-5.39090864023088
"Nitrogen Compound Transport",-0.327238028647764,-0.155586626811599,-1.33648273238103,0.192795412202835,0.435814839349265,-5.43219718352308
"Regulation Of Protein Modification Process",0.302324890576936,0.0497316900294835,1.27652223033732,0.212884967951167,0.461339965913793,-5.50587347527567
"Ribonucleotide Binding",-0.298980074371866,0.106539618445141,-1.26251042791112,0.217802585691654,0.461339965913793,-5.52266241965594
"Adaptive Immune Response",0.3551969498158,-0.0990886200046669,1.25921167505726,0.218972790874814,0.461339965913793,-5.52659122360736
"Growth",0.268729033236985,-0.0123113574297032,1.24932569403093,0.222508354412839,0.461339965913793,-5.53831101057621
"Organelle Subcompartment",-0.282563537802978,-0.23961082312469,-1.23180995193548,0.228878427689317,0.461339965913793,-5.55887499119361
"Cell Migration",-0.350002012789842,0.0317977088700773,-1.20022468598818,0.240710599479838,0.461339965913793,-5.59530431038733
"Epithelium Development",-0.350002012789842,0.0317977088700773,-1.20022468598818,0.240710599479838,0.461339965913793,-5.59530431038733
"Positive Regulation Of Locomotion",-0.350002012789842,0.0317977088700773,-1.20022468598818,0.240710599479838,0.461339965913793,-5.59530431038733
"Regulation Of Cellular Component Movement",-0.350002012789842,0.0317977088700773,-1.20022468598818,0.240710599479838,0.461339965913793,-5.59530431038733
"Tissue Development",-0.350002012789842,0.0317977088700773,-1.20022468598818,0.240710599479838,0.461339965913793,-5.59530431038733
"Muscle Cell Proliferation",-0.347733612151665,-0.0640077270940274,-1.18815326926864,0.245351137340379,0.461339965913793,-5.6090039812391
"Positive Regulation Of Cell Population Proliferation",-0.347733612151665,-0.0640077270940274,-1.18815326926864,0.245351137340379,0.461339965913793,-5.6090039812391
"Smooth Muscle Cell Proliferation",-0.347733612151665,-0.0640077270940274,-1.18815326926864,0.245351137340379,0.461339965913793,-5.6090039812391
"Tube Morphogenesis",-0.347733612151665,-0.0640077270940274,-1.18815326926864,0.245351137340379,0.461339965913793,-5.6090039812391
"G Protein Coupled Receptor Signaling Pathway",-0.280639772767754,-0.00177971498236773,-1.16659909985506,0.253801506956071,0.461339965913793,-5.63315684072893
"Signaling Receptor Binding",0.236535677909775,0.00776174431129007,1.15027409282131,0.260342993014829,0.461339965913793,-5.65118554078818
"Lymphocyte Activation",-0.255817858872458,0.00956519639795615,-1.14183380860134,0.263773053877242,0.461339965913793,-5.66041686647017
"Cellular Protein Catabolic Process",-0.291066769717984,0.0177840370312171,-1.12848002242975,0.269267059994691,0.461339965913793,-5.67489674988192
"Macromolecule Catabolic Process",-0.291066769717984,0.0177840370312171,-1.12848002242975,0.269267059994691,0.461339965913793,-5.67489674988192
"Organonitrogen Compound Catabolic Process",-0.291066769717984,0.0177840370312171,-1.12848002242975,0.269267059994691,0.461339965913793,-5.67489674988192
"Proteasomal Protein Catabolic Process",-0.291066769717984,0.0177840370312171,-1.12848002242975,0.269267059994691,0.461339965913793,-5.67489674988192
"Protein Catabolic Process",-0.291066769717984,0.0177840370312171,-1.12848002242975,0.269267059994691,0.461339965913793,-5.67489674988192
"Transferase Complex",-0.291066769717984,0.0177840370312171,-1.12848002242975,0.269267059994691,0.461339965913793,-5.67489674988192
"Positive Regulation Of Protein Metabolic Process",0.309022741291417,-0.0719630308255094,1.09045375156042,0.285365337974762,0.461339965913793,-5.71528310670225
"Cytoskeletal Protein Binding",-0.272964258254915,-0.257392066330112,-1.08167791131709,0.289176437849486,0.461339965913793,-5.7244247202949
"Response To Transforming Growth Factor Beta",0.279711562669817,0.0779961833131422,1.05107614627143,0.302748972818417,0.461339965913793,-5.75577365578305
"Phosphorylation",-0.222856448894648,0.105639098464879,-1.04881032251766,0.30377145644818,0.461339965913793,-5.75806203926992
"1 Phosphatidylinositol 3 Kinase Regulator Activity",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Cellular Lipid Metabolic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Glycerolipid Biosynthetic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Glycerolipid Metabolic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Glycerophospholipid Biosynthetic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Glycerophospholipid Metabolic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Leukocyte Cell Cell Adhesion",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Lipid Biosynthetic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Lipid Metabolic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Negative Regulation Of Cell Activation",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Negative Regulation Of Cell Adhesion",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Negative Regulation Of Cell Cell Adhesion",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Negative Regulation Of Immune System Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Negative Regulation Of Leukocyte Cell Cell Adhesion",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Negative Regulation Of Lymphocyte Activation",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Organophosphate Biosynthetic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Organophosphate Metabolic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Phosphatidylinositol 3 Kinase Complex",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Phosphatidylinositol 3 Kinase Regulator Activity",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Phosphatidylinositol Biosynthetic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Phosphatidylinositol Metabolic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Phosphatidylinositol Phosphate Biosynthetic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Phospholipid Biosynthetic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Phospholipid Metabolic Process",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Receptor Signaling Pathway Via Stat",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Regulation Of Cell Activation",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Regulation Of Cell Cell Adhesion",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Regulation Of Lipid Kinase Activity",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Regulation Of Lymphocyte Activation",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Regulation Of Phosphatidylinositol 3 Kinase Activity",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Regulation Of T Cell Activation",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Transferase Complex Transferring Phosphorus Containing Groups",-0.298346415723733,0.0557264218269653,-1.01935436569387,0.317284740184315,0.461339965913793,-5.78739811356959
"Dna Binding Transcription Factor Activity",0.232338079821862,-0.285873947903961,1.00805644966645,0.322576853360414,0.461339965913793,-5.79844575526907
"Sequence Specific Dna Binding",0.232338079821862,-0.285873947903961,1.00805644966645,0.322576853360414,0.461339965913793,-5.79844575526907
"Transcription Regulator Activity",0.232338079821862,-0.285873947903961,1.00805644966645,0.322576853360414,0.461339965913793,-5.79844575526907
"Cell Projection Organization",0.269228126539297,0.0312906188282585,1.00694277515878,0.323101794279343,0.461339965913793,-5.79952860600883
"Negative Regulation Of Catalytic Activity",-0.286318489660208,-0.0209848802298493,-1.00474706155339,0.324138489062107,0.461339965913793,-5.80166030913943
"Negative Regulation Of Kinase Activity",-0.286318489660208,-0.0209848802298493,-1.00474706155339,0.324138489062107,0.461339965913793,-5.80166030913943
"Negative Regulation Of Molecular Function",-0.286318489660208,-0.0209848802298493,-1.00474706155339,0.324138489062107,0.461339965913793,-5.80166030913943
"Negative Regulation Of Phosphorus Metabolic Process",-0.286318489660208,-0.0209848802298493,-1.00474706155339,0.324138489062107,0.461339965913793,-5.80166030913943
"Negative Regulation Of Phosphorylation",-0.286318489660208,-0.0209848802298493,-1.00474706155339,0.324138489062107,0.461339965913793,-5.80166030913943
"Negative Regulation Of Transferase Activity",-0.286318489660208,-0.0209848802298493,-1.00474706155339,0.324138489062107,0.461339965913793,-5.80166030913943
"Regulation Of Protein Kinase Activity",-0.286318489660208,-0.0209848802298493,-1.00474706155339,0.324138489062107,0.461339965913793,-5.80166030913943
"Regulation Of System Process",0.266679398924421,-0.0151090921903453,0.976803134835036,0.33753210621786,0.477874403013707,-5.82841332763062
"Synapse",0.212201902576342,0.0481221924367481,0.944233943287578,0.353611112985123,0.498017745513079,-5.85870975082932
"Cell Growth",0.250220100282987,0.0366665079416627,0.903790338810383,0.37427919912011,0.52166375421404,-5.89499550302162
"Neurogenesis",0.250220100282987,0.0366665079416627,0.903790338810383,0.37427919912011,0.52166375421404,-5.89499550302162
"Positive Regulation Of Nucleobase Containing Compound Metabolic Process",-0.215015497527092,-0.096417665073151,-0.844230057797937,0.406125424904141,0.560244816919046,-5.94571302241986
"Positive Regulation Of Rna Metabolic Process",-0.215015497527092,-0.096417665073151,-0.844230057797937,0.406125424904141,0.560244816919046,-5.94571302241986
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway",0.222636388933934,-0.0480506587776428,0.827440102222014,0.415403868015952,0.569298230899621,-5.95942020418525
"Intrinsic Component Of Plasma Membrane",-0.199861768802863,0.0135197024650041,-0.824717161982425,0.416921009246191,0.569298230899621,-5.96161860748042
"Neuropeptide Receptor Binding",0.206998996340719,-0.0442870660238931,0.798602439598916,0.431646167163256,0.583481502346311,-5.98235323683892
"Regulation Of Body Fluid Levels",0.206998996340719,-0.0442870660238931,0.798602439598916,0.431646167163256,0.583481502346311,-5.98235323683892
"Behavior",0.219578153139292,-0.0893988342394649,0.771309246294356,0.447371880366096,0.595757603061781,-6.00334476895541
"Positive Regulation Of Cellular Component Organization",0.219578153139292,-0.0893988342394649,0.771309246294356,0.447371880366096,0.595757603061781,-6.00334476895541
"Signaling Receptor Regulator Activity",0.219578153139292,-0.0893988342394649,0.771309246294356,0.447371880366096,0.595757603061781,-6.00334476895541
"Nuclear Outer Membrane Endoplasmic Reticulum Membrane Network",-0.228305987488435,-0.0305775488112865,-0.762585440348328,0.452470165358466,0.596639580791311,-6.00990748282809
"Transmembrane Transport",-0.228305987488435,-0.0305775488112865,-0.762585440348328,0.452470165358466,0.596639580791311,-6.00990748282809
"Cell Activation",0.158615298717913,-0.0188242469398085,0.727722358964175,0.473188031573696,0.620269199243554,-6.03542083783529
"Mitochondrion",-0.175866720152044,0.0225932566839549,-0.724713410478098,0.475001691614023,0.620269199243554,-6.03756919589263
"Cell Junction Assembly",0.197421072957719,0.028054709166545,0.716081566441354,0.480226915724716,0.621062693893983,-6.04368482125747
