"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"Anoxia",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Hypoxia",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Hypoxemia",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Intellectual_Disability",0.335253456221198,-0.367511520737327,0.338709677419355,-0.800248138957816,-0.649560117302052,-0.741935483870967,-0.658602150537634,-0.612903225806451,-0.573118279569892,-0.28476084538376,0.319243604004449,-0.806451612903225,-0.436491935483871,0.531132783195799,0.482127288578902,-0.516129032258064,-0.741935483870967,-0.567741935483871,-0.838709677419354,-0.6848635235732,0.380254154447703,-0.64516129032258,-0.734193548387096,-0.888888888888888,-0.611500701262272,0.459677419354839,-0.589008363201911,-0.354838709677419,0.838709677419355,0.501075268817204,0.626588465298143,0.56989247311828,-0.485768500948766,0.479569892473118,0.774193548387097,0.741935483870968,0.354838709677419,0.539170506912442,-0.354838709677419,-0.667931688804554,0.663394109396914,0.440860215053763,0.4778972520908,0.548387096774194,0.681003584229391,0.406451612903226,0.338709677419355,0.846153846153846,0.548387096774194,0.709677419354839,0.908918406072106,0.544592030360531,0.456451612903226,0.441687344913151,-0.483870967741935,0.580645161290323,0.640860215053764,-0.354838709677419,0.67741935483871,0.774193548387097
"Substance_Withdrawal_Syndrome",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Drug_Withdrawal_Symptoms",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Withdrawal_Symptoms",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Manic_Disorder",0.53125,0.424768518518518,0.369485294117647,0.5625,0.484879032258065,-0.39375,0.53125,0.51875,-0.6875,0.493055555555556,-0.78125,-0.479166666666667,-0.28125,0.839583333333333,0.819852941176471,-0.78125,-0.338815789473684,0.385416666666667,-0.473557692307692,-0.721590909090909,0.391447368421053,-0.625,-0.551724137931034,-0.8,-0.834821428571429,-0.6875,0.542613636363636,0.465909090909091,0.307565789473684,0.76875,-0.4975,0.423611111111111,0.6875,-0.8125,0.664402173913043,0.625,0.75,0.839583333333333,-0.496527777777778,0.75,0.76875,-0.520833333333333,-0.3125,-0.625,-0.533333333333333,0.65625,0.59375,0.810855263157895,-0.422697368421053,-0.420454545454545,0.586206896551724,-0.721590909090909,0.520474137931034,0.78125,-0.721590909090909,-0.46875,0.53125,-0.38125,0.5625,-0.59375
"Manic",0.53125,0.424768518518518,0.369485294117647,0.5625,0.484879032258065,-0.39375,0.53125,0.51875,-0.6875,0.493055555555556,-0.78125,-0.479166666666667,-0.28125,0.839583333333333,0.819852941176471,-0.78125,-0.338815789473684,0.385416666666667,-0.473557692307692,-0.721590909090909,0.391447368421053,-0.625,-0.551724137931034,-0.8,-0.834821428571429,-0.6875,0.542613636363636,0.465909090909091,0.307565789473684,0.76875,-0.4975,0.423611111111111,0.6875,-0.8125,0.664402173913043,0.625,0.75,0.839583333333333,-0.496527777777778,0.75,0.76875,-0.520833333333333,-0.3125,-0.625,-0.533333333333333,0.65625,0.59375,0.810855263157895,-0.422697368421053,-0.420454545454545,0.586206896551724,-0.721590909090909,0.520474137931034,0.78125,-0.721590909090909,-0.46875,0.53125,-0.38125,0.5625,-0.59375
"Profound_Mental_Retardation",0.335253456221198,-0.367511520737327,0.338709677419355,-0.800248138957816,-0.649560117302052,-0.741935483870967,-0.658602150537634,-0.612903225806451,-0.573118279569892,-0.28476084538376,0.319243604004449,-0.806451612903225,-0.436491935483871,0.531132783195799,0.482127288578902,-0.516129032258064,-0.741935483870967,-0.567741935483871,-0.838709677419354,-0.6848635235732,0.380254154447703,-0.64516129032258,-0.734193548387096,-0.888888888888888,-0.611500701262272,0.459677419354839,-0.589008363201911,-0.354838709677419,0.838709677419355,0.501075268817204,0.626588465298143,0.56989247311828,-0.485768500948766,0.479569892473118,0.774193548387097,0.741935483870968,0.354838709677419,0.539170506912442,-0.354838709677419,-0.667931688804554,0.663394109396914,0.440860215053763,0.4778972520908,0.548387096774194,0.681003584229391,0.406451612903226,0.338709677419355,0.846153846153846,0.548387096774194,0.709677419354839,0.908918406072106,0.544592030360531,0.456451612903226,0.441687344913151,-0.483870967741935,0.580645161290323,0.640860215053764,-0.354838709677419,0.67741935483871,0.774193548387097
"Mental_Retardation,_Psychosocial",0.335253456221198,-0.367511520737327,0.338709677419355,-0.800248138957816,-0.649560117302052,-0.741935483870967,-0.658602150537634,-0.612903225806451,-0.573118279569892,-0.28476084538376,0.319243604004449,-0.806451612903225,-0.436491935483871,0.531132783195799,0.482127288578902,-0.516129032258064,-0.741935483870967,-0.567741935483871,-0.838709677419354,-0.6848635235732,0.380254154447703,-0.64516129032258,-0.734193548387096,-0.888888888888888,-0.611500701262272,0.459677419354839,-0.589008363201911,-0.354838709677419,0.838709677419355,0.501075268817204,0.626588465298143,0.56989247311828,-0.485768500948766,0.479569892473118,0.774193548387097,0.741935483870968,0.354838709677419,0.539170506912442,-0.354838709677419,-0.667931688804554,0.663394109396914,0.440860215053763,0.4778972520908,0.548387096774194,0.681003584229391,0.406451612903226,0.338709677419355,0.846153846153846,0.548387096774194,0.709677419354839,0.908918406072106,0.544592030360531,0.456451612903226,0.441687344913151,-0.483870967741935,0.580645161290323,0.640860215053764,-0.354838709677419,0.67741935483871,0.774193548387097
"Mental_deficiency",0.335253456221198,-0.367511520737327,0.338709677419355,-0.800248138957816,-0.649560117302052,-0.741935483870967,-0.658602150537634,-0.612903225806451,-0.573118279569892,-0.28476084538376,0.319243604004449,-0.806451612903225,-0.436491935483871,0.531132783195799,0.482127288578902,-0.516129032258064,-0.741935483870967,-0.567741935483871,-0.838709677419354,-0.6848635235732,0.380254154447703,-0.64516129032258,-0.734193548387096,-0.888888888888888,-0.611500701262272,0.459677419354839,-0.589008363201911,-0.354838709677419,0.838709677419355,0.501075268817204,0.626588465298143,0.56989247311828,-0.485768500948766,0.479569892473118,0.774193548387097,0.741935483870968,0.354838709677419,0.539170506912442,-0.354838709677419,-0.667931688804554,0.663394109396914,0.440860215053763,0.4778972520908,0.548387096774194,0.681003584229391,0.406451612903226,0.338709677419355,0.846153846153846,0.548387096774194,0.709677419354839,0.908918406072106,0.544592030360531,0.456451612903226,0.441687344913151,-0.483870967741935,0.580645161290323,0.640860215053764,-0.354838709677419,0.67741935483871,0.774193548387097
"Endogenous_depression",0.639705882352941,-0.42625,-0.6875,-0.721590909090909,-0.758223684210526,-0.875,-0.851102941176471,-0.59375,-0.8125,-0.580882352941176,-0.75,-0.84375,-0.59375,-0.533333333333333,0.493055555555556,-0.59375,-0.84375,-0.620923913043478,-0.8125,-0.84375,-0.447916666666667,-0.625,-0.78125,-0.888888888888889,-0.75,0.34375,-0.375,-0.599431818181818,0.8125,0.810855263157895,0.84375,0.572916666666667,0.65625,0.4375,0.9375,0.625,0.607638888888889,0.909926470588235,0.475328947368421,0.59375,0.730654761904762,0.78125,0.279411764705882,0.739130434782609,0.839583333333333,0.8125,0.64375,0.696022727272727,0.59375,0.6875,0.894736842105263,-0.5625,0.502083333333333,0.542613636363636,0.53125,0.5625,0.80952380952381,-0.34375,0.65625,0.75
"Autism_Spectrum_Disorders",0.726973684210526,-0.670955882352941,0.525,-0.834821428571429,-0.90625,-0.75,-0.71875,-0.888888888888889,-0.674342105263158,-0.625,-0.8125,-0.645833333333333,0.35,0.46625,0.770833333333333,-0.78125,-0.625,0.607638888888889,-0.78125,-0.75,0.5,-0.675,-0.727272727272727,-0.727272727272727,-0.90625,0.5,-0.416666666666667,0.307565789473684,0.690340909090909,0.584134615384615,0.84375,0.619318181818182,-0.541666666666667,-0.59375,0.96875,0.625,-0.573863636363636,0.53125,-0.71875,-0.625,0.84375,-0.56875,-0.28125,0.696022727272727,0.90625,0.550480769230769,-0.4375,0.584134615384615,-0.475,0.625,0.78125,0.875,1,0.8125,-0.59375,0.700892857142857,0.80952380952381,-0.541666666666667,0.4375,0.90625
