"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Adaptation Of Signaling Pathway",-0.65741327462874,0.0151384361223157,-3.36742846505916,0.00154758016223991,0.0154418059138091,-1.47942211083253
"Endocytosis",-0.65741327462874,0.0151384361223157,-3.36742846505916,0.00154758016223991,0.0154418059138091,-1.47942211083253
"Negative Regulation Of G Protein Coupled Receptor Signaling Pathway",-0.65741327462874,0.0151384361223157,-3.36742846505916,0.00154758016223991,0.0154418059138091,-1.47942211083253
"Receptor Internalization",-0.65741327462874,0.0151384361223157,-3.36742846505916,0.00154758016223991,0.0154418059138091,-1.47942211083253
"Receptor Mediated Endocytosis",-0.65741327462874,0.0151384361223157,-3.36742846505916,0.00154758016223991,0.0154418059138091,-1.47942211083253
"Receptor Metabolic Process",-0.65741327462874,0.0151384361223157,-3.36742846505916,0.00154758016223991,0.0154418059138091,-1.47942211083253
"Regulation Of G Protein Coupled Receptor Signaling Pathway",-0.65741327462874,0.0151384361223157,-3.36742846505916,0.00154758016223991,0.0154418059138091,-1.47942211083253
"Gland Development",-0.665491291116291,-0.0398593871406371,-3.36690706336596,0.00154992103967601,0.0154418059138091,-1.48082273181374
"Regulation Of Cellular Response To Growth Factor Stimulus",-0.665491291116291,-0.0398593871406371,-3.36690706336596,0.00154992103967601,0.0154418059138091,-1.48082273181374
"Positive Regulation Of Multicellular Organismal Process",0.498980450458194,0.0153294268045307,3.34831342273402,0.00163563436009209,0.0157137729594562,-1.53068589756055
"Central Nervous System Development",-0.675137344314618,0.0201392247705892,-3.3056982423665,0.00184938733963295,0.0171546618745263,-1.64434469757386
"Adenyl Nucleotide Binding",-0.635748510927497,0.0208537225695701,-3.24676960776428,0.00218896542545665,0.019627723314928,-1.80005660079237
"Regulation Of Neurotransmitter Receptor Activity",0.627477622378696,0.03842837206653,3.22362561564461,0.00233783847147325,0.0202864048008485,-1.86074103258655
"Inflammatory Response",0.525491950237881,-0.0343411802066794,3.14605061956803,0.0029096991176051,0.0222608722220961,-2.06216414112154
"Regulation Of Defense Response",0.525491950237881,-0.0343411802066794,3.14605061956803,0.0029096991176051,0.0222608722220961,-2.06216414112154
"Regulation Of Inflammatory Response",0.525491950237881,-0.0343411802066794,3.14605061956803,0.0029096991176051,0.0222608722220961,-2.06216414112154
"Regulation Of Response To External Stimulus",0.525491950237881,-0.0343411802066794,3.14605061956803,0.0029096991176051,0.0222608722220961,-2.06216414112154
"Synaptic Signaling",0.500338222821807,0.0510728217587615,3.13763091775846,0.00297915018585672,0.0222608722220961,-2.08383938045671
"Negative Regulation Of Cell Population Proliferation",-0.624269222913524,-0.0795996619801767,-3.08105242489384,0.00348793307233685,0.023822597608575,-2.22852597445688
"Cell Cycle Process",-0.621645473048337,0.0579354182861342,-3.04521428759438,0.00385132670810988,0.023822597608575,-2.3192916024409
"Regulation Of Cell Cycle",-0.621645473048337,0.0579354182861342,-3.04521428759438,0.00385132670810988,0.023822597608575,-2.3192916024409
"Regulation Of Cell Cycle Process",-0.621645473048337,0.0579354182861342,-3.04521428759438,0.00385132670810988,0.023822597608575,-2.3192916024409
"Negative Regulation Of Cell Differentiation",0.64022579484678,0.0226159815667362,3.03280832042655,0.00398519290849767,0.023822597608575,-2.35054992325777
"Negative Regulation Of Developmental Process",0.64022579484678,0.0226159815667362,3.03280832042655,0.00398519290849767,0.023822597608575,-2.35054992325777
"Peptidyl Amino Acid Modification",0.64022579484678,0.0226159815667362,3.03280832042655,0.00398519290849767,0.023822597608575,-2.35054992325777
"Positive Regulation Of Cell Differentiation",0.64022579484678,0.0226159815667362,3.03280832042655,0.00398519290849767,0.023822597608575,-2.35054992325777
"Positive Regulation Of Developmental Process",0.64022579484678,0.0226159815667362,3.03280832042655,0.00398519290849767,0.023822597608575,-2.35054992325777
"Vesicle Mediated Transport",-0.429644942464199,-0.182989351340093,-3.02150755178599,0.00411091949349341,0.0240399422554289,-2.37895059843209
"Cell Cell Adhesion",0.468903727332769,-0.0145144610263154,2.86561191311137,0.00627050102120444,0.0351409328063332,-2.76347171939817
"Extrinsic Component Of Membrane",0.468903727332769,-0.0145144610263154,2.86561191311137,0.00627050102120444,0.0351409328063332,-2.76347171939817
"Positive Regulation Of Molecular Function",0.560849997905456,0.0165842976874197,2.77543669774093,0.00796104518682934,0.0429318230332957,-2.97949336855757
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway",0.493441573128825,0.0270022998249519,2.77453546104769,0.00797989275711816,0.0429318230332957,-2.98162793960085
"Negative Regulation Of Cell Death",0.557888507873695,-0.0103204331116845,2.71089701545157,0.00941996201893021,0.0469253663535598,-3.13111025745904
"Programmed Cell Death",0.557888507873695,-0.0103204331116845,2.71089701545157,0.00941996201893021,0.0469253663535598,-3.13111025745904
"Regulation Of Anatomical Structure Morphogenesis",0.557888507873695,-0.0103204331116845,2.71089701545157,0.00941996201893021,0.0469253663535598,-3.13111025745904
"Regulation Of Cell Death",0.557888507873695,-0.0103204331116845,2.71089701545157,0.00941996201893021,0.0469253663535598,-3.13111025745904
"Positive Regulation Of Signaling",0.509988113083989,0.0378260488015017,2.70098487575722,0.00966470640526206,0.0472692004184635,-3.15417024803535
"Regulation Of Response To Stress",0.428164738269668,-0.00180151352520086,2.61726400735425,0.0119775291976249,0.0575349170385912,-3.34649940873181
"Signaling Receptor Binding",0.342482954746165,0.0167763650940042,2.47249371754801,0.0172011952789493,0.0811775707024097,-3.66848105265357
"Kinase Binding",-0.360421689104887,0.0807230585797978,-2.44261784463632,0.0185080654847194,0.0858391312998194,-3.73320736785957
"Regulation Of Cell Population Proliferation",-0.466360948289004,-0.0361683091195241,-2.4244212916829,0.019347381789741,0.0882109440922089,-3.77233583228925
"Negative Regulation Of Defense Response",0.488905671722284,0.0171433758127837,2.3790882187506,0.02158968399232,0.0936713708699044,-3.86883723335883
"Negative Regulation Of Inflammatory Response",0.488905671722284,0.0171433758127837,2.3790882187506,0.02158968399232,0.0936713708699044,-3.86883723335883
"Negative Regulation Of Response To External Stimulus",0.488905671722284,0.0171433758127837,2.3790882187506,0.02158968399232,0.0936713708699044,-3.86883723335883
"Biological Adhesion",0.345013632874897,0.034338526839457,2.35349391097622,0.0229564352487997,0.0980203346337638,-3.92269720965501
"Cellular Response To Endogenous Stimulus",0.346541891046225,0.0081963220374087,2.33557130912051,0.0239592145169646,0.100703573516617,-3.96014284757658
"Bone Development",0.48387306488482,-0.0191050225144652,2.30075178334523,0.026020185915725,0.101441014656957,-4.03224980040609
"Cellular Response To Organic Cyclic Compound",0.48387306488482,-0.0191050225144652,2.30075178334523,0.026020185915725,0.101441014656957,-4.03224980040609
"Response To Organic Cyclic Compound",0.48387306488482,-0.0191050225144652,2.30075178334523,0.026020185915725,0.101441014656957,-4.03224980040609
"Response To Oxygen Containing Compound",0.48387306488482,-0.0191050225144652,2.30075178334523,0.026020185915725,0.101441014656957,-4.03224980040609
"Skeletal System Development",0.48387306488482,-0.0191050225144652,2.30075178334523,0.026020185915725,0.101441014656957,-4.03224980040609
"Response To Growth Factor",0.332844846244925,0.0355104131936837,2.21983628150553,0.0314322636861042,0.120789699022315,-4.19650069093972
"Protein Containing Complex Binding",0.349518492227149,-0.414966590177622,2.19010304110458,0.0336588033887418,0.127524198754529,-4.25567479607215
"Regulation Of Protein Modification Process",0.349195437171919,0.0229350905900671,2.18009739662245,0.0344388034404902,0.128667196187387,-4.27544320520394
"Microtubule Binding",-0.467195319014205,0.0473260302004497,-2.16717719282285,0.0354695834031782,0.128936728857499,-4.30086179754847
"Tubulin Binding",-0.467195319014205,0.0473260302004497,-2.16717719282285,0.0354695834031782,0.128936728857499,-4.30086179754847
"Regulation Of Transport",-0.380048800988424,0.00873627399699951,-2.11976329612758,0.0394888561815009,0.141633364170983,-4.39308978727988
"Tube Development",-0.396786846470779,0.0140389940806626,-2.07822624241607,0.0433326368496983,0.153374727796959,-4.47251474053772
"G Protein Coupled Receptor Signaling Pathway",-0.340219093351342,0.0128222736487565,-2.06427353397583,0.0446951486388275,0.156142791997982,-4.49890420660606
"Defense Response",0.301961773052859,-0.00628894111271036,1.94189135604152,0.0583294327890684,0.196575464599296,-4.72401747910178
"Cellular Response To Stress",0.311811240356921,0.00911805311467625,1.94080313219558,0.0584651648953462,0.196575464599296,-4.72596739396343
"Enzyme Regulator Activity",0.278576350133396,0.0433591401942445,1.93604460405368,0.0590618748548112,0.196575464599296,-4.73448303489531
"Cell Cell Signaling",0.296036322582119,0.063661532267885,1.93501342790053,0.0591918685224647,0.196575464599296,-4.73632605140069
"Ribonucleotide Binding",-0.317533320417852,0.0183387682169109,-1.8782523139375,0.0667354585945553,0.218924858072383,-4.83648877047222
"Negative Regulation Of Signaling",-0.244304748466041,-0.0341759712208037,-1.82499855198091,0.0745415625085299,0.241586509816802,-4.92814382745122
"Enzyme Linked Receptor Protein Signaling Pathway",0.285424286360425,-0.018486372243563,1.80472166184561,0.0777100147091273,0.244330828266206,-4.96244603956004
"Membrane Protein Complex",-0.260097353040812,-0.037514411218723,-1.7908153363456,0.0799478994439387,0.244330828266206,-4.98577976052961
"Nitrogen Compound Transport",-0.261398815381133,-0.238766449908246,-1.79044671804143,0.0800079482145361,0.244330828266206,-4.9863961477711
"Adaptive Immune Response",0.358150129582927,0.0599084353657621,1.77396247100028,0.0827322234390941,0.244330828266206,-5.01384790029535
"Regulation Of Protein Phosphorylation",0.333629882722464,0.0442350448989525,1.77088010091194,0.0832501577330374,0.244330828266206,-5.01895661453804
"Alpha Beta T Cell Activation",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Alpha Beta T Cell Differentiation",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Cd4 Positive Alpha Beta T Cell Activation",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Cd4 Positive Alpha Beta T Cell Differentiation",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Cell Activation Involved In Immune Response",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Chemokine Production",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Cytokine Production",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Immune Effector Process",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Lymphocyte Activation Involved In Immune Response",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Positive Regulation Of Immune Response",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Positive Regulation Of Immune System Process",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Regulation Of Hemopoiesis",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Regulation Of Immune Response",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Regulation Of Leukocyte Differentiation",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"T Cell Activation Involved In Immune Response",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"T Cell Differentiation",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"T Cell Differentiation Involved In Immune Response",0.324661885703641,-0.0812336651702989,1.69737862471895,0.09642636792626,0.244330828266206,-5.13847866577707
"Presynapse",-0.292706708815708,0.0319864119421148,-1.69339416411782,0.0971873554813531,0.244330828266206,-5.14483098543943
"Secretory Vesicle",-0.292706708815708,0.0319864119421148,-1.69339416411782,0.0971873554813531,0.244330828266206,-5.14483098543943
"Identical Protein Binding",0.257378945083878,0.056337040236934,1.55934885687166,0.12581296358912,0.313367474124753,-5.35081179070851
"Positive Regulation Of Nucleobase Containing Compound Metabolic Process",-0.246525408487625,-0.057619697217671,-1.48197707471963,0.145209599922185,0.355103476173344,-5.46277109014441
"Positive Regulation Of Rna Metabolic Process",-0.246525408487625,-0.057619697217671,-1.48197707471963,0.145209599922185,0.355103476173344,-5.46277109014441
"Regulation Of Growth",0.234916710659822,0.0526955962335927,1.4651467791634,0.149727442814383,0.359613233188117,-5.48644239872959
"Regulation Of Phosphorus Metabolic Process",0.234916710659822,0.0526955962335927,1.4651467791634,0.149727442814383,0.359613233188117,-5.48644239872959
"G Protein Coupled Receptor Binding",-0.25777697730525,0.0428081839460064,-1.45593267594279,0.15224735402214,0.362429541875713,-5.49929772988715
"Catalytic Complex",0.200159365786605,0.0171494451493555,1.38067734852303,0.174093906645423,0.373433832563192,-5.60151884993981
"Centrosome",-0.264262159010267,0.0113286439522682,-1.3538926748185,0.182428606385448,0.373433832563192,-5.63670027592102
"Microtubule Cytoskeleton",-0.264262159010267,0.0113286439522682,-1.3538926748185,0.182428606385448,0.373433832563192,-5.63670027592102
"Microtubule Organizing Center",-0.264262159010267,0.0113286439522682,-1.3538926748185,0.182428606385448,0.373433832563192,-5.63670027592102
"Cell Migration",-0.295612240827383,-0.0782829080288227,-1.34551307299464,0.185097954125313,0.373433832563192,-5.6475764642998
"Epithelium Development",-0.295612240827383,-0.0782829080288227,-1.34551307299464,0.185097954125313,0.373433832563192,-5.6475764642998
"Positive Regulation Of Locomotion",-0.295612240827383,-0.0782829080288227,-1.34551307299464,0.185097954125313,0.373433832563192,-5.6475764642998
"Regulation Of Cellular Component Movement",-0.295612240827383,-0.0782829080288227,-1.34551307299464,0.185097954125313,0.373433832563192,-5.6475764642998
"Tissue Development",-0.295612240827383,-0.0782829080288227,-1.34551307299464,0.185097954125313,0.373433832563192,-5.6475764642998
"Lymphocyte Activation",-0.208064329551996,-0.01017622777144,-1.33845753642432,0.187368578621469,0.373433832563192,-5.65668580563286
"Muscle Cell Proliferation",-0.278912711788341,-0.00344791647336152,-1.31045524555613,0.196590097523048,0.373433832563192,-5.69240284639274
"Positive Regulation Of Cell Population Proliferation",-0.278912711788341,-0.00344791647336152,-1.31045524555613,0.196590097523048,0.373433832563192,-5.69240284639274
"Smooth Muscle Cell Proliferation",-0.278912711788341,-0.00344791647336152,-1.31045524555613,0.196590097523048,0.373433832563192,-5.69240284639274
"Tube Morphogenesis",-0.278912711788341,-0.00344791647336152,-1.31045524555613,0.196590097523048,0.373433832563192,-5.69240284639274
"Chromatin",-0.220709229757281,-0.295260293570787,-1.28484907078408,0.205319438145412,0.373433832563192,-5.72445114671736
"Chromosome",-0.220709229757281,-0.295260293570787,-1.28484907078408,0.205319438145412,0.373433832563192,-5.72445114671736
"Hydrolase Activity Acting On Acid Anhydrides",-0.229295043162099,0.0693146004431432,-1.27158498169479,0.209954199990879,0.373433832563192,-5.74082134722677
"Actin Binding",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Actin Filament Based Process",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Actin Filament Binding",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Actin Filament Organization",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Actin Filament Polymerization",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Actin Polymerization Or Depolymerization",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Cytoskeleton Organization",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Cytosolic Transport",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Golgi To Endosome Transport",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Protein Polymerization",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Supramolecular Fiber Organization",0.108072916666667,-0.67421875,1.26903689393614,0.210853448894692,0.373433832563192,-5.74394804299428
"Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway",0.251216961165369,-0.0302452956263469,1.25899816605464,0.214424239300253,0.373433832563192,-5.75620950699656
"Regulation Of System Process",0.246267641803055,0.0691377322140298,1.22219280518548,0.227901299574737,0.373433832563192,-5.80038684019704
"1 Phosphatidylinositol 3 Kinase Regulator Activity",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Cellular Lipid Metabolic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Glycerolipid Biosynthetic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Glycerolipid Metabolic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Glycerophospholipid Biosynthetic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Glycerophospholipid Metabolic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Leukocyte Cell Cell Adhesion",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Lipid Biosynthetic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Lipid Metabolic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Negative Regulation Of Cell Activation",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Negative Regulation Of Cell Adhesion",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Negative Regulation Of Cell Cell Adhesion",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Negative Regulation Of Immune System Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Negative Regulation Of Leukocyte Cell Cell Adhesion",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Negative Regulation Of Lymphocyte Activation",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Organophosphate Biosynthetic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Organophosphate Metabolic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Phosphatidylinositol 3 Kinase Complex",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Phosphatidylinositol 3 Kinase Regulator Activity",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Phosphatidylinositol Biosynthetic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Phosphatidylinositol Metabolic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Phosphatidylinositol Phosphate Biosynthetic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Phospholipid Biosynthetic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Phospholipid Metabolic Process",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Receptor Signaling Pathway Via Stat",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Regulation Of Cell Activation",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Regulation Of Cell Cell Adhesion",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Regulation Of Lipid Kinase Activity",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Regulation Of Lymphocyte Activation",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Regulation Of Phosphatidylinositol 3 Kinase Activity",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Regulation Of T Cell Activation",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Transferase Complex Transferring Phosphorus Containing Groups",0.244317374459948,0.00596574651021402,1.18296667933168,0.2429402256452,0.373433832563192,-5.84611882246078
"Regulation Of Cell Adhesion",-0.192728898137745,-0.0272275871743179,-1.13085831804732,0.264014713902809,0.403522488862816,-5.90469901511633
"Nucleolus",-0.216335931258165,-0.0210904674618155,-1.11309492152172,0.271488434949229,0.405032363293961,-5.92409935864165
"Golgi Apparatus Subcompartment",-0.157188275193855,-0.441798009354205,-1.10360392930839,0.275542462761319,0.405032363293961,-5.9343458592543
"Golgi Membrane",-0.157188275193855,-0.441798009354205,-1.10360392930839,0.275542462761319,0.405032363293961,-5.9343458592543
"Golgi Vesicle Transport",-0.157188275193855,-0.441798009354205,-1.10360392930839,0.275542462761319,0.405032363293961,-5.9343458592543
"Intracellular Transport",-0.157188275193855,-0.441798009354205,-1.10360392930839,0.275542462761319,0.405032363293961,-5.9343458592543
"Post Golgi Vesicle Mediated Transport",-0.157188275193855,-0.441798009354205,-1.10360392930839,0.275542462761319,0.405032363293961,-5.9343458592543
"Trans Golgi Network",-0.157188275193855,-0.441798009354205,-1.10360392930839,0.275542462761319,0.405032363293961,-5.9343458592543
"Cytoskeletal Protein Binding",-0.184717613494599,-0.301662462709415,-1.08030434685803,0.28567512340221,0.417644609756492,-5.95914746527841
"Nuclear Body",0.227930995197192,-0.0369446090230769,1.02131990530523,0.312479299656007,0.446727840890848,-6.01968400602932
"Nuclear Speck",0.227930995197192,-0.0369446090230769,1.02131990530523,0.312479299656007,0.446727840890848,-6.01968400602932
"Modification Dependent Macromolecule Catabolic Process",0.21521634519745,-0.0039915068631952,1.01835173771322,0.313871977428886,0.446727840890848,-6.02264467492811
"Proteasome Mediated Ubiquitin Dependent Protein Catabolic Process",0.21521634519745,-0.0039915068631952,1.01835173771322,0.313871977428886,0.446727840890848,-6.02264467492811
"Regulation Of Proteolysis",0.21521634519745,-0.0039915068631952,1.01835173771322,0.313871977428886,0.446727840890848,-6.02264467492811
"Cell Junction Assembly",0.197257032525627,0.097409113548466,0.977676601834787,0.333381664165873,0.469527055814764,-6.06238679673172
"Cell Junction Organization",0.197257032525627,0.097409113548466,0.977676601834787,0.333381664165873,0.469527055814764,-6.06238679673172
"Protein Containing Complex Organization",-0.163462825071113,-0.377534904411183,-0.973654393302924,0.335353942571868,0.469844846624128,-6.06623248180581
"Organelle Subcompartment",-0.154088049488936,-0.242201322093174,-0.962384131704297,0.340921550450163,0.475170451145564,-6.07692714754092
"Supramolecular Complex",-0.201769144351791,-0.110538711033773,-0.947847968851824,0.348192337559107,0.482802777337113,-6.09054444589001
"Immune Response",0.13327996085642,0.0316878185739334,0.867562039086864,0.390167033331813,0.536693585051331,-6.16215807282646
"Positive Regulation Of Cellular Biosynthetic Process",-0.135635874358215,-0.0252033233674887,-0.865937244321003,0.391048114015097,0.536693585051331,-6.16354422799246
"Regulation Of Immune System Process",0.143656808621802,0.000950750706040647,0.850986210337811,0.399214115406986,0.542366651739794,-6.17618133965299
"T Cell Activation",0.143656808621802,0.000950750706040647,0.850986210337811,0.399214115406986,0.542366651739794,-6.17618133965299
"Cell Activation",0.123881165178256,0.00142707994580335,0.847253582353848,0.401269238931629,0.542419222475418,-6.17930304718974
"Endoplasmic Reticulum",0.152694678796703,0.0244403113087105,0.817277068861248,0.418010669046717,0.562224349867834,-6.2038908715739
"Molecular Transducer Activity",0.161265624255417,0.0322721354368026,0.786696452963047,0.435520365329577,0.576673416890501,-6.22808799227066
"Behavior",0.166556073128763,-0.0180471445824707,0.783580797662674,0.437328539203205,0.576673416890501,-6.23050291972088
"Positive Regulation Of Cellular Component Organization",0.166556073128763,-0.0180471445824707,0.783580797662674,0.437328539203205,0.576673416890501,-6.23050291972088
"Signaling Receptor Regulator Activity",0.166556073128763,-0.0180471445824707,0.783580797662674,0.437328539203205,0.576673416890501,-6.23050291972088
"Locomotion",0.144858685506604,-0.0126297358841808,0.748971197872176,0.457712485205443,0.600608090342752,-6.25670088524553
"Establishment Of Protein Localization",-0.108635548253161,-0.284565522380471,-0.735813524621814,0.465604266198101,0.607997803918879,-6.2663579700848
"Immune System Development",-0.12385555391991,-0.0683879236540086,-0.702329996171224,0.486035499373245,0.625567221681353,-6.29017905275591
"Leukocyte Differentiation",-0.12385555391991,-0.0683879236540086,-0.702329996171224,0.486035499373245,0.625567221681353,-6.29017905275591
