"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Regulation Of Response To External Stimulus",0.468005257450378,0.0241376373650336,3.96153750622326,0.000154286742238735,0.00159627437162384,0.508375231773113
"Vesicle Organization",-0.571238841353005,0.0418638344530856,-3.89087050071163,0.000197777632185152,0.00184279896619889,0.275362373232866
"Gland Development",-0.556280910581302,-0.00181040696914242,-3.88958806526207,0.000198666059553041,0.00184279896619889,0.271160466416585
"Regulation Of Cellular Response To Growth Factor Stimulus",-0.556280910581302,-0.00181040696914242,-3.88958806526207,0.000198666059553041,0.00184279896619889,0.271160466416585
"Cell Cycle",-0.457582910813106,0.0016610941708192,-3.7651357941165,0.00030561661186685,0.00274036228640609,-0.131995937086077
"Secretory Granule",-0.511440039639284,-0.00914097346054246,-3.59632020383203,0.000540673647195711,0.00454503784673895,-0.663884401712558
"Secretory Granule Membrane",-0.511440039639284,-0.00914097346054246,-3.59632020383203,0.000540673647195711,0.00454503784673895,-0.663884401712558
"Positive Regulation Of Protein Metabolic Process",0.470804804940035,0.0066939783402369,3.57544936905634,0.0005795300564474,0.00458876839413368,-0.728411285361154
"Adenyl Nucleotide Binding",-0.515070133851998,0.0418900388486007,-3.57520878005105,0.000579993031228792,0.00458876839413368,-0.729153515454727
"Negative Regulation Of Defense Response",0.487803766450118,-0.0211858665486299,3.41349596060155,0.000984460589776757,0.00715729455810669,-1.21964364671129
"Negative Regulation Of Inflammatory Response",0.487803766450118,-0.0211858665486299,3.41349596060155,0.000984460589776757,0.00715729455810669,-1.21964364671129
"Negative Regulation Of Response To External Stimulus",0.487803766450118,-0.0211858665486299,3.41349596060155,0.000984460589776757,0.00715729455810669,-1.21964364671129
"Regulation Of Neurotransmitter Receptor Activity",0.485765114054527,0.0268951395814079,3.30910366977905,0.00137379215258487,0.00972500234329812,-1.52716716614555
"Cell Cycle Process",-0.471510456528914,-0.00178192510974304,-3.18332375597447,0.00203436767126863,0.0133474366724698,-1.88790486393517
"Regulation Of Cell Cycle",-0.471510456528914,-0.00178192510974304,-3.18332375597447,0.00203436767126863,0.0133474366724698,-1.88790486393517
"Regulation Of Cell Cycle Process",-0.471510456528914,-0.00178192510974304,-3.18332375597447,0.00203436767126863,0.0133474366724698,-1.88790486393517
"Positive Regulation Of Multicellular Organismal Process",0.337388024792405,-0.000291990749008515,3.17406194201372,0.00209322132684388,0.0134065842124049,-1.91403703031491
"Positive Regulation Of Transport",-0.416950942373225,0.0449314275637134,-3.10304939126652,0.00260013178627483,0.0151552140164296,-2.11240475056908
"Regulation Of Vesicle Mediated Transport",-0.416950942373225,0.0449314275637134,-3.10304939126652,0.00260013178627483,0.0151552140164296,-2.11240475056908
"Secretion",-0.416950942373225,0.0449314275637134,-3.10304939126652,0.00260013178627483,0.0151552140164296,-2.11240475056908
"Vesicle Mediated Transport",-0.317382306511958,-0.144294757420259,-3.08772966636542,0.00272351703745768,0.0151552140164296,-2.15473327314018
"Alpha Beta T Cell Activation",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Alpha Beta T Cell Differentiation",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Cd4 Positive Alpha Beta T Cell Activation",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Cd4 Positive Alpha Beta T Cell Differentiation",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Cell Activation Involved In Immune Response",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Chemokine Production",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Cytokine Production",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Immune Effector Process",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Lymphocyte Activation Involved In Immune Response",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Positive Regulation Of Immune Response",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Positive Regulation Of Immune System Process",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Regulation Of Hemopoiesis",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Regulation Of Immune Response",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Regulation Of Leukocyte Differentiation",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"T Cell Activation Involved In Immune Response",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"T Cell Differentiation",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"T Cell Differentiation Involved In Immune Response",0.413356544106379,-0.0283595743717136,2.9992374443699,0.00354936239046494,0.0151552140164296,-2.39596082792333
"Regulation Of Protein Phosphorylation",0.362554616795912,0.0614917473741339,2.97151473644254,0.00385238183718647,0.0154001363301377,-2.47037206591669
"Negative Regulation Of Cell Death",0.432333282778888,-0.0128967108799459,2.96795565046337,0.00389297126561102,0.0154001363301377,-2.47988466969457
"Programmed Cell Death",0.432333282778888,-0.0128967108799459,2.96795565046337,0.00389297126561102,0.0154001363301377,-2.47988466969457
"Regulation Of Anatomical Structure Morphogenesis",0.432333282778888,-0.0128967108799459,2.96795565046337,0.00389297126561102,0.0154001363301377,-2.47988466969457
"Regulation Of Cell Death",0.432333282778888,-0.0128967108799459,2.96795565046337,0.00389297126561102,0.0154001363301377,-2.47988466969457
"Negative Regulation Of Cell Population Proliferation",-0.433086685315046,-4.59781591368974e-05,-2.8984706964129,0.00476895540100127,0.0185920145343383,-2.66374558688074
"G Protein Coupled Receptor Signaling Pathway",-0.333045748010103,0.0181599093177217,-2.88275159036517,0.00499080558887716,0.019178952905828,-2.70484639034355
"Growth",0.276033570051467,0.00899609915753125,2.86959618298284,0.0051837313195437,0.0196397707740458,-2.73910317752843
"Cellular Response To Endogenous Stimulus",0.288638463771976,-0.00456945919377858,2.76081978610026,0.00706171587775113,0.0263833551543758,-3.01739929364916
"Microtubule Binding",-0.408456769862934,-0.0219193655086951,-2.72676475316484,0.00776661619324927,0.027878182395542,-3.10268921437859
"Tubulin Binding",-0.408456769862934,-0.0219193655086951,-2.72676475316484,0.00776661619324927,0.027878182395542,-3.10268921437859
"Positive Regulation Of Molecular Function",0.400213122920802,0.00289373202732419,2.72648204581415,0.00777272743370129,0.027878182395542,-3.10339354639193
"Cell Cell Signaling",0.27626985945178,0.110864482960899,2.69662422339846,0.00844339296162703,0.0298851671931272,-3.17743627525326
"Regulation Of Response To Stress",0.315038650255324,-0.0299691514327411,2.67848376769661,0.00887616489785866,0.0310089397081036,-3.22208741448804
"Protein Containing Complex Binding",0.310101201168336,-0.366485086536861,2.60784626914011,0.0107601247772911,0.0366871622996501,-3.39352927025601
"Response To Growth Factor",0.28593652217033,0.0420904053334641,2.60293443161749,0.0109037061639988,0.0366871622996501,-3.40530621792996
"Bone Development",0.394931864486851,-0.0339204383231501,2.58456326133312,0.0114562142497049,0.0366871622996501,-3.44918674048782
"Cellular Response To Organic Cyclic Compound",0.394931864486851,-0.0339204383231501,2.58456326133312,0.0114562142497049,0.0366871622996501,-3.44918674048782
"Response To Organic Cyclic Compound",0.394931864486851,-0.0339204383231501,2.58456326133312,0.0114562142497049,0.0366871622996501,-3.44918674048782
"Response To Oxygen Containing Compound",0.394931864486851,-0.0339204383231501,2.58456326133312,0.0114562142497049,0.0366871622996501,-3.44918674048782
"Skeletal System Development",0.394931864486851,-0.0339204383231501,2.58456326133312,0.0114562142497049,0.0366871622996501,-3.44918674048782
"Central Nervous System Development",-0.392030529860615,0.100255556770244,-2.57840757162745,0.0116469256393738,0.0368590940822537,-3.46383073522831
"Cell Cell Adhesion",0.314771062428799,-0.00399855124336552,2.49668740264331,0.0144646373042714,0.0447239935040116,-3.65540392555822
"Extrinsic Component Of Membrane",0.314771062428799,-0.00399855124336552,2.49668740264331,0.0144646373042714,0.0447239935040116,-3.65540392555822
"Nitrogen Compound Transport",-0.25930686567157,-0.197144806253521,-2.49194871381878,0.0146454031929937,0.0447683347604012,-3.66635006086242
"Regulation Of Protein Modification Process",0.276988652354408,0.0612488639986553,2.47379910950908,0.01535664292411,0.0464150218717481,-3.70810888015147
"Regulation Of Cell Population Proliferation",-0.344053278365288,0.0284347536568598,-2.45752792068652,0.0160204118650717,0.0473332187309073,-3.74532168791458
"Positive Regulation Of Signaling",0.3286869411304,0.0099271792833175,2.45352293171448,0.0161876791199589,0.0473332187309073,-3.75444867493603
"Synapse",0.253765896071627,0.117513157779229,2.45350783138429,0.0161883127258121,0.0473332187309073,-3.7544830627689
"Tube Development",-0.332298733209367,0.0196550171889108,-2.42803000456385,0.0172894776386183,0.0500093492987991,-3.81224221173222
"Biological Adhesion",0.257159573601066,0.0110677216714356,2.40743214543678,0.0182280944163752,0.0521633765745206,-3.85855554059115
"Cellular Response To Stress",0.273047341668176,-0.00911860191782746,2.33983768364838,0.0216351389043384,0.0612616038449161,-4.00811878044997
"Signaling Receptor Binding",0.22544543165916,0.0261397204879777,2.30250793456725,0.0237490759842633,0.0665468899975711,-4.08911558878481
"Supramolecular Complex",-0.336735705195011,0.0614237441690981,-2.27148777854667,0.0256423500212969,0.071111259337411,-4.15554888784979
"Ribonucleotide Binding",-0.269813108942728,0.0339963486801338,-2.22448963324297,0.0287639905235284,0.0789542188860115,-4.25468144787926
"Defense Response",0.247477156346532,0.00124310954204961,2.16740731288933,0.0329992916043318,0.0894175892147754,-4.3726047712234
"Identical Protein Binding",0.274730799947445,0.0438772583138385,2.16434985265632,0.0332407394850466,0.0894175892147754,-4.37884384254927
"Enzyme Linked Receptor Protein Signaling Pathway",0.225737257317266,0.00743026287549927,1.99732540645705,0.0489868470816334,0.130469919455044,-4.70761434280774
"Negative Regulation Of Signaling",-0.173262057928786,0.0368910140154794,-1.86429875055471,0.065729751807588,0.173346110159227,-4.95226701336501
"Centrosome",-0.243328126261048,0.0100481531524879,-1.84358164119972,0.0687271166966308,0.176072327537083,-4.98897551504774
"Microtubule Cytoskeleton",-0.243328126261048,0.0100481531524879,-1.84358164119972,0.0687271166966308,0.176072327537083,-4.98897551504774
"Microtubule Organizing Center",-0.243328126261048,0.0100481531524879,-1.84358164119972,0.0687271166966308,0.176072327537083,-4.98897551504774
"Adaptive Immune Response",0.268978748173211,-0.0378995643903585,1.80834315627059,0.0740877189959553,0.188015060470868,-5.05054481097037
"Protein Containing Complex Organization",-0.206186353960845,-0.358528854366206,-1.74446139782953,0.0846914731769407,0.212915946585019,-5.15935340183181
"Catalytic Complex",0.177381172266111,0.0138717247866861,1.73449305238522,0.0864537607913746,0.215333904193331,-5.17600447570876
"Kinase Binding",-0.182571092455897,0.0307105795971667,-1.67490632945375,0.0976262137325706,0.24093074765194,-5.27368204210818
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway",0.219082802709123,0.0149029246187433,1.65506987628419,0.101596347398326,0.248449249546815,-5.30549096448754
"Regulation Of System Process",0.232794135832493,0.0965177660609717,1.62655286815408,0.107532019041889,0.250778270295057,-5.3505973565737
"Molecular Transducer Activity",0.235253976034903,0.0574624015622408,1.61140344812869,0.110797196632602,0.250778270295057,-5.3742604555022
"Actin Binding",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Actin Filament Based Process",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Actin Filament Binding",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Actin Filament Organization",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Actin Filament Polymerization",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Actin Polymerization Or Depolymerization",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Cytoskeleton Organization",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Cytosolic Transport",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Golgi To Endosome Transport",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Protein Polymerization",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Supramolecular Fiber Organization",0.078776041666667,-0.664453125,1.59390135830582,0.114668131027108,0.250778270295057,-5.40133922030908
"Cell Migration",-0.239309950481726,-0.0242796322567742,-1.52263345486284,0.131560305412735,0.276482204343951,-5.50872273449279
"Epithelium Development",-0.239309950481726,-0.0242796322567742,-1.52263345486284,0.131560305412735,0.276482204343951,-5.50872273449279
"Positive Regulation Of Locomotion",-0.239309950481726,-0.0242796322567742,-1.52263345486284,0.131560305412735,0.276482204343951,-5.50872273449279
"Regulation Of Cellular Component Movement",-0.239309950481726,-0.0242796322567742,-1.52263345486284,0.131560305412735,0.276482204343951,-5.50872273449279
"Tissue Development",-0.239309950481726,-0.0242796322567742,-1.52263345486284,0.131560305412735,0.276482204343951,-5.50872273449279
"Cell Growth",0.211403908525087,-0.00678078610718568,1.45170479295208,0.15026285830675,0.31092852988089,-5.61097629121839
"Neurogenesis",0.211403908525087,-0.00678078610718568,1.45170479295208,0.15026285830675,0.31092852988089,-5.61097629121839
"Organelle Subcompartment",-0.160189856652387,-0.234242997243226,-1.43791506314163,0.154127786681099,0.316491409291722,-5.63031813008169
"Regulation Of Transport",-0.180071777477165,0.0683652554965233,-1.41641567888874,0.16030633435525,0.321386754643558,-5.66012306665707
"Golgi Apparatus Subcompartment",-0.139948420076628,-0.408245090753473,-1.4009248219586,0.164874989371045,0.321386754643558,-5.68133298610698
"Golgi Membrane",-0.139948420076628,-0.408245090753473,-1.4009248219586,0.164874989371045,0.321386754643558,-5.68133298610698
"Golgi Vesicle Transport",-0.139948420076628,-0.408245090753473,-1.4009248219586,0.164874989371045,0.321386754643558,-5.68133298610698
"Intracellular Transport",-0.139948420076628,-0.408245090753473,-1.4009248219586,0.164874989371045,0.321386754643558,-5.68133298610698
"Post Golgi Vesicle Mediated Transport",-0.139948420076628,-0.408245090753473,-1.4009248219586,0.164874989371045,0.321386754643558,-5.68133298610698
"Trans Golgi Network",-0.139948420076628,-0.408245090753473,-1.4009248219586,0.164874989371045,0.321386754643558,-5.68133298610698
"Hydrolase Activity Acting On Acid Anhydrides",-0.182923944694421,0.0604380629259698,-1.39375288609622,0.167023677875966,0.323232873011762,-5.69107736087843
"G Protein Coupled Receptor Binding",-0.171623692201596,0.0165979847240009,-1.37168526781128,0.173769437899411,0.333885562821011,-5.72076058701262
"Lymphocyte Activation",-0.151295315886164,-0.0226984814624825,-1.2943563186079,0.199046020254574,0.379740279776457,-5.82119439099435
"Endoplasmic Reticulum",0.147900042972544,0.0298642883866304,1.13439970875139,0.259814320996836,0.492183467240485,-6.01111513457329
"Cell Junction Assembly",0.165811670555734,0.0581109338293578,1.11335858561626,0.268691408442379,0.501930478270833,-6.03429535468333
"Cell Junction Organization",0.165811670555734,0.0581109338293578,1.11335858561626,0.268691408442379,0.501930478270833,-6.03429535468333
"Modification Dependent Macromolecule Catabolic Process",0.16141091446181,-0.0319127403999873,1.08816064495017,0.279598394540019,0.510143065530644,-6.06150040553145
"Proteasome Mediated Ubiquitin Dependent Protein Catabolic Process",0.16141091446181,-0.0319127403999873,1.08816064495017,0.279598394540019,0.510143065530644,-6.06150040553145
"Regulation Of Proteolysis",0.16141091446181,-0.0319127403999873,1.08816064495017,0.279598394540019,0.510143065530644,-6.06150040553145
"Negative Regulation Of Response To Stimulus",-0.0914022235791043,0.0373341972006387,-1.08571402783887,0.280673508172994,0.510143065530644,-6.0641096702426
"Regulation Of Growth",0.122171690842781,0.0493090913370819,1.06995386459196,0.287667427813855,0.511025557205208,-6.0807806383498
"Regulation Of Phosphorus Metabolic Process",0.122171690842781,0.0493090913370819,1.06995386459196,0.287667427813855,0.511025557205208,-6.0807806383498
"Enzyme Regulator Activity",0.116004096246589,-0.00296392593587597,1.06719984869337,0.288901761462816,0.511025557205208,-6.08366947210006
"Regulation Of Immune System Process",0.133369356654606,-0.0148694888918555,1.06329599972987,0.290657658930843,0.511025557205208,-6.08775201193456
"T Cell Activation",0.133369356654606,-0.0148694888918555,1.06329599972987,0.290657658930843,0.511025557205208,-6.08775201193456
"Regulation Of Cell Adhesion",-0.136955228060201,-0.0357666743748931,-1.0539844708758,0.294875306123269,0.515074398358178,-6.0974309551147
"Cytoskeletal Protein Binding",-0.126224754776387,-0.258130747959578,-1.04767686524234,0.297755928150544,0.516750610790298,-6.10394034542268
"Phosphorylation",-0.0958772858131954,0.008327624145032,-0.967733647208347,0.335921488806119,0.565037245173431,-6.18313674366091
"Muscle Cell Proliferation",-0.150668505909047,-0.00927227183542608,-0.96741123883845,0.336081632816911,0.565037245173431,-6.18344371304932
"Positive Regulation Of Cell Population Proliferation",-0.150668505909047,-0.00927227183542608,-0.96741123883845,0.336081632816911,0.565037245173431,-6.18344371304932
"Smooth Muscle Cell Proliferation",-0.150668505909047,-0.00927227183542608,-0.96741123883845,0.336081632816911,0.565037245173431,-6.18344371304932
"Tube Morphogenesis",-0.150668505909047,-0.00927227183542608,-0.96741123883845,0.336081632816911,0.565037245173431,-6.18344371304932
"Plasma Membrane Protein Complex",0.142385137394192,0.0545472286944894,0.949815394433264,0.344897491725066,0.576257299838775,-6.20004520351171
"Behavior",0.148020586161799,-0.00973424530001505,0.928936816538742,0.355551000116066,0.583190359946475,-6.21935694123762
"Positive Regulation Of Cellular Component Organization",0.148020586161799,-0.00973424530001505,0.928936816538742,0.355551000116066,0.583190359946475,-6.21935694123762
"Signaling Receptor Regulator Activity",0.148020586161799,-0.00973424530001505,0.928936816538742,0.355551000116066,0.583190359946475,-6.21935694123762
"Establishment Of Protein Localization",-0.0953722663580881,-0.261724175183895,-0.897282639056166,0.372101240829472,0.606637780503805,-6.24783329112046
"Chromatin",-0.110676508770166,-0.243233823288358,-0.887380780559375,0.377376645897746,0.607870166146669,-6.25654227372529
"Chromosome",-0.110676508770166,-0.243233823288358,-0.887380780559375,0.377376645897746,0.607870166146669,-6.25654227372529
"Cis Regulatory Region Sequence Specific Dna Binding",-0.114751301016537,0.0248497201451027,-0.825609545787189,0.411335647116258,0.652256101113673,-6.30872819203619
"Negative Regulation Of Gene Expression",0.0999351818486263,0.0108624152697762,0.790031857435461,0.431706531703167,0.652256101113673,-6.33710445895498
"Nuclear Body",0.12394693050487,-0.0397718719909143,0.765252983810411,0.446239417461245,0.652256101113673,-6.35614027379336
"Nuclear Speck",0.12394693050487,-0.0397718719909143,0.765252983810411,0.446239417461245,0.652256101113673,-6.35614027379336
"Nuclear Outer Membrane Endoplasmic Reticulum Membrane Network",-0.112397737771871,0.0123158806370741,-0.742082540079934,0.460081944133643,0.652256101113673,-6.37339919512314
"Transmembrane Transport",-0.112397737771871,0.0123158806370741,-0.742082540079934,0.460081944133643,0.652256101113673,-6.37339919512314
"Cellular Response To Dna Damage Stimulus",0.106736086869996,-0.0348414761423612,0.725461507415121,0.47016055260719,0.652256101113673,-6.38545708993918
"Negative Regulation Of Nucleobase Containing Compound Metabolic Process",0.106736086869996,-0.0348414761423612,0.725461507415121,0.47016055260719,0.652256101113673,-6.38545708993918
"Neuron Projection",-0.0896493043724776,0.071538095974804,-0.690762021702201,0.491596198752588,0.652256101113673,-6.40976048324829
"1 Phosphatidylinositol 3 Kinase Regulator Activity",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Cellular Lipid Metabolic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Glycerolipid Biosynthetic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Glycerolipid Metabolic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Glycerophospholipid Biosynthetic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Glycerophospholipid Metabolic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Leukocyte Cell Cell Adhesion",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Lipid Biosynthetic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Lipid Metabolic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Negative Regulation Of Cell Activation",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Negative Regulation Of Cell Adhesion",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Negative Regulation Of Cell Cell Adhesion",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Negative Regulation Of Immune System Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Negative Regulation Of Leukocyte Cell Cell Adhesion",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Negative Regulation Of Lymphocyte Activation",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Organophosphate Biosynthetic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Organophosphate Metabolic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Phosphatidylinositol 3 Kinase Complex",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Phosphatidylinositol 3 Kinase Regulator Activity",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Phosphatidylinositol Biosynthetic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Phosphatidylinositol Metabolic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Phosphatidylinositol Phosphate Biosynthetic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Phospholipid Biosynthetic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Phospholipid Metabolic Process",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Receptor Signaling Pathway Via Stat",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Regulation Of Cell Activation",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Regulation Of Cell Cell Adhesion",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Regulation Of Lipid Kinase Activity",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Regulation Of Lymphocyte Activation",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Regulation Of Phosphatidylinositol 3 Kinase Activity",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
